state_postal_abbr,year,bias_motivation,count
VT,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
VT,2013,Anti-Male Homosexual (Gay),1
VT,2013,Anti-Other Religion,1
VT,2013,Anti-White,3
VA,2013,Anti-American Indian or Alaska Native,1
VA,2013,Anti-Asian,6
VA,2013,Anti-Black or African American,58
VA,2013,Anti-Catholic,3
VA,2013,Anti-Female Homosexual (Lesbian),5
VA,2013,Anti-Hispanic or Latino,4
VA,2013,Anti-Islamic (Muslem),5
VA,2013,Anti-Jewish,13
VA,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",3
VA,2013,Anti-Male Homosexual (Gay),6
VA,2013,Anti-Multi-Racial Group,2
VA,2013,Anti-Not Hispanic or Latino,3
VA,2013,Anti-Other Religion,6
VA,2013,Anti-Protestant,4
VA,2013,Anti-White,7
UT,2013,Anti-American Indian or Alaska Native,6
UT,2013,Anti-Asian,1
UT,2013,Anti-Atheist/Agnosticism,2
UT,2013,Anti-Bisexual,1
UT,2013,Anti-Black or African American,14
UT,2013,Anti-Hispanic or Latino,4
UT,2013,Anti-Islamic (Muslem),1
UT,2013,Anti-Jewish,1
UT,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",3
UT,2013,Anti-Male Homosexual (Gay),4
UT,2013,Anti-Mental Disability,2
UT,2013,Anti-Not Hispanic or Latino,4
UT,2013,Anti-Other Religion,6
UT,2013,Anti-Protestant,1
UT,2013,Anti-White,27
TX,2013,Anti-Asian,6
TX,2013,Anti-Bisexual,2
TX,2013,Anti-Black or African American,85
TX,2013,Anti-Female Homosexual (Lesbian),10
TX,2013,Anti-Hispanic or Latino,47
TX,2013,Anti-Islamic (Muslem),4
TX,2013,Anti-Jewish,9
TX,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",20
TX,2013,Anti-Male Homosexual (Gay),69
TX,2013,Anti-Mental Disability,2
TX,2013,Anti-Multi-Racial Group,1
TX,2013,Anti-Not Hispanic or Latino,21
TX,2013,Anti-Other Religion,1
TX,2013,Anti-White,16
TN,2013,Anti-American Indian or Alaska Native,1
TN,2013,Anti-Asian,3
TN,2013,Anti-Bisexual,2
TN,2013,Anti-Black or African American,58
TN,2013,Anti-Catholic,1
TN,2013,Anti-Female Homosexual (Lesbian),7
TN,2013,Anti-Heterosexual,2
TN,2013,Anti-Hispanic or Latino,10
TN,2013,Anti-Islamic (Muslem),1
TN,2013,Anti-Jewish,5
TN,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",12
TN,2013,Anti-Male Homosexual (Gay),17
TN,2013,Anti-Mental Disability,8
TN,2013,Anti-Multi-Racial Group,5
TN,2013,Anti-Multi-Religious Group,3
TN,2013,Anti-Native Hawaiian or Other Pacific Islander,1
TN,2013,Anti-Not Hispanic or Latino,71
TN,2013,Anti-Physical Disability,1
TN,2013,Anti-Protestant,1
TN,2013,Anti-Transgender,1
TN,2013,Anti-White,10
SD,2013,Anti-American Indian or Alaska Native,4
SD,2013,Anti-Atheist/Agnosticism,1
SD,2013,Anti-Black or African American,5
SD,2013,Anti-Male Homosexual (Gay),1
SD,2013,Anti-Multi-Racial Group,2
SD,2013,Anti-Other Religion,2
SD,2013,Anti-White,2
SC,2013,Anti-American Indian or Alaska Native,3
SC,2013,Anti-Asian,1
SC,2013,Anti-Black or African American,19
SC,2013,Anti-Female Homosexual (Lesbian),2
SC,2013,Anti-Islamic (Muslem),2
SC,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
SC,2013,Anti-Male Homosexual (Gay),4
SC,2013,Anti-Multi-Racial Group,1
SC,2013,Anti-Multi-Religious Group,6
SC,2013,Anti-Not Hispanic or Latino,3
SC,2013,Anti-Protestant,1
SC,2013,Anti-White,18
RI,2013,Anti-Black or African American,4
RI,2013,Anti-Hispanic or Latino,1
RI,2013,Anti-Other Religion,1
RI,2013,Anti-Protestant,1
PA,2013,Anti-Asian,1
PA,2013,Anti-Black or African American,39
PA,2013,Anti-Catholic,2
PA,2013,Anti-Hispanic or Latino,1
PA,2013,Anti-Islamic (Muslem),2
PA,2013,Anti-Jewish,8
PA,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",5
PA,2013,Anti-Male Homosexual (Gay),4
PA,2013,Anti-Protestant,2
PA,2013,Anti-White,9
OR,2013,Anti-Black or African American,31
OR,2013,Anti-Catholic,1
OR,2013,Anti-Female Homosexual (Lesbian),8
OR,2013,Anti-Heterosexual,1
OR,2013,Anti-Hispanic or Latino,10
OR,2013,Anti-Jewish,1
OR,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",4
OR,2013,Anti-Male Homosexual (Gay),11
OR,2013,Anti-Mental Disability,1
OR,2013,Anti-Multi-Racial Group,5
OR,2013,Anti-Multi-Religious Group,2
OR,2013,Anti-Not Hispanic or Latino,4
OR,2013,Anti-Other Religion,8
OR,2013,Anti-Protestant,1
OR,2013,Anti-White,6
OK,2013,Anti-Asian,5
OK,2013,Anti-Black or African American,25
OK,2013,Anti-Hispanic or Latino,6
OK,2013,Anti-Islamic (Muslem),8
OK,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",5
OK,2013,Anti-Male Homosexual (Gay),11
OK,2013,Anti-Not Hispanic or Latino,1
OK,2013,Anti-Other Religion,6
OK,2013,Anti-Physical Disability,2
OK,2013,Anti-White,16
OH,2013,Anti-American Indian or Alaska Native,135
OH,2013,Anti-Asian,6
OH,2013,Anti-Atheist/Agnosticism,1
OH,2013,Anti-Bisexual,5
OH,2013,Anti-Black or African American,169
OH,2013,Anti-Catholic,1
OH,2013,Anti-Female Homosexual (Lesbian),12
OH,2013,Anti-Heterosexual,5
OH,2013,Anti-Hispanic or Latino,16
OH,2013,Anti-Islamic (Muslem),11
OH,2013,Anti-Jewish,5
OH,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",25
OH,2013,Anti-Male Homosexual (Gay),51
OH,2013,Anti-Mental Disability,38
OH,2013,Anti-Multi-Racial Group,8
OH,2013,Anti-Multi-Religious Group,4
OH,2013,Anti-Not Hispanic or Latino,54
OH,2013,Anti-Other Religion,3
OH,2013,Anti-Physical Disability,12
OH,2013,Anti-Protestant,2
OH,2013,Anti-White,81
NY,2013,Anti-American Indian or Alaska Native,2
NY,2013,Anti-Asian,10
NY,2013,Anti-Black or African American,108
NY,2013,Anti-Catholic,20
NY,2013,Anti-Female,5
NY,2013,Anti-Female Homosexual (Lesbian),15
NY,2013,Anti-Gender Non-Conforming,5
NY,2013,Anti-Hispanic or Latino,20
NY,2013,Anti-Islamic (Muslem),22
NY,2013,Anti-Jewish,240
NY,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",8
NY,2013,Anti-Male,1
NY,2013,Anti-Male Homosexual (Gay),99
NY,2013,Anti-Multi-Racial Group,3
NY,2013,Anti-Multi-Religious Group,3
NY,2013,Anti-Not Hispanic or Latino,16
NY,2013,Anti-Other Religion,5
NY,2013,Anti-Physical Disability,2
NY,2013,Anti-Protestant,4
NY,2013,Anti-White,27
NV,2013,Anti-Black or African American,19
NV,2013,Anti-Female Homosexual (Lesbian),2
NV,2013,Anti-Hispanic or Latino,7
NV,2013,Anti-Islamic (Muslem),2
NV,2013,Anti-Jewish,7
NV,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",4
NV,2013,Anti-Male Homosexual (Gay),19
NV,2013,Anti-Multi-Racial Group,2
NV,2013,Anti-Multi-Religious Group,1
NV,2013,Anti-Native Hawaiian or Other Pacific Islander,1
NV,2013,Anti-White,9
NM,2013,Anti-American Indian or Alaska Native,2
NM,2013,Anti-Asian,1
NM,2013,Anti-Black or African American,3
NM,2013,Anti-Female Homosexual (Lesbian),1
NM,2013,Anti-Hispanic or Latino,1
NM,2013,Anti-Islamic (Muslem),1
NM,2013,Anti-Male Homosexual (Gay),3
NJ,2013,Anti-American Indian or Alaska Native,2
NJ,2013,Anti-Asian,10
NJ,2013,Anti-Bisexual,1
NJ,2013,Anti-Black or African American,152
NJ,2013,Anti-Catholic,4
NJ,2013,Anti-Female Homosexual (Lesbian),10
NJ,2013,Anti-Heterosexual,3
NJ,2013,Anti-Hispanic or Latino,21
NJ,2013,Anti-Islamic (Muslem),10
NJ,2013,Anti-Jewish,104
NJ,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",7
NJ,2013,Anti-Male Homosexual (Gay),43
NJ,2013,Anti-Mental Disability,2
NJ,2013,Anti-Multi-Racial Group,2
NJ,2013,Anti-Not Hispanic or Latino,17
NJ,2013,Anti-Other Religion,4
NJ,2013,Anti-Physical Disability,2
NJ,2013,Anti-White,21
NH,2013,Anti-Asian,1
NH,2013,Anti-Black or African American,9
NH,2013,Anti-Female Homosexual (Lesbian),1
NH,2013,Anti-Islamic (Muslem),1
NH,2013,Anti-Jewish,3
NH,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
NH,2013,Anti-Male Homosexual (Gay),2
NH,2013,Anti-Not Hispanic or Latino,1
NH,2013,Anti-Other Religion,1
NH,2013,Anti-White,1
NE,2013,Anti-Asian,3
NE,2013,Anti-Black or African American,11
NE,2013,Anti-Catholic,1
NE,2013,Anti-Female Homosexual (Lesbian),1
NE,2013,Anti-Hispanic or Latino,2
NE,2013,Anti-Jewish,3
NE,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
NE,2013,Anti-Male Homosexual (Gay),6
NE,2013,Anti-Not Hispanic or Latino,2
NE,2013,Anti-White,3
ND,2013,Anti-American Indian or Alaska Native,6
ND,2013,Anti-Asian,1
ND,2013,Anti-Bisexual,1
ND,2013,Anti-Black or African American,13
ND,2013,Anti-Catholic,2
ND,2013,Anti-Hispanic or Latino,4
ND,2013,Anti-Islamic (Muslem),1
ND,2013,Anti-Jewish,1
ND,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
ND,2013,Anti-Male Homosexual (Gay),2
ND,2013,Anti-Mental Disability,4
ND,2013,Anti-Not Hispanic or Latino,6
ND,2013,Anti-Other Religion,1
ND,2013,Anti-Physical Disability,1
ND,2013,Anti-White,7
NC,2013,Anti-Asian,1
NC,2013,Anti-Black or African American,48
NC,2013,Anti-Catholic,5
NC,2013,Anti-Female Homosexual (Lesbian),5
NC,2013,Anti-Hispanic or Latino,8
NC,2013,Anti-Islamic (Muslem),1
NC,2013,Anti-Jewish,5
NC,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2
NC,2013,Anti-Male Homosexual (Gay),22
NC,2013,Anti-Multi-Racial Group,3
NC,2013,Anti-Not Hispanic or Latino,6
NC,2013,Anti-Other Religion,8
NC,2013,Anti-White,23
MT,2013,Anti-American Indian or Alaska Native,1
MT,2013,Anti-Atheist/Agnosticism,1
MT,2013,Anti-Black or African American,7
MT,2013,Anti-Jewish,1
MT,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
MT,2013,Anti-Male Homosexual (Gay),2
MT,2013,Anti-Multi-Racial Group,1
MT,2013,Anti-Not Hispanic or Latino,1
MT,2013,Anti-White,16
MS,2013,Anti-Asian,1
MS,2013,Anti-Hispanic or Latino,2
MS,2013,Anti-White,1
MO,2013,Anti-American Indian or Alaska Native,4
MO,2013,Anti-Black or African American,94
MO,2013,Anti-Catholic,4
MO,2013,Anti-Female,8
MO,2013,Anti-Female Homosexual (Lesbian),12
MO,2013,Anti-Gender Non-Conforming,4
MO,2013,Anti-Hispanic or Latino,21
MO,2013,Anti-Islamic (Muslem),13
MO,2013,Anti-Jewish,1
MO,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",26
MO,2013,Anti-Male,8
MO,2013,Anti-Male Homosexual (Gay),33
MO,2013,Anti-Mental Disability,4
MO,2013,Anti-Multi-Racial Group,8
MO,2013,Anti-Other Religion,15
MO,2013,Anti-Transgender,4
MO,2013,Anti-White,39
MN,2013,Anti-American Indian or Alaska Native,5
MN,2013,Anti-Asian,6
MN,2013,Anti-Bisexual,2
MN,2013,Anti-Black or African American,70
MN,2013,Anti-Catholic,4
MN,2013,Anti-Female Homosexual (Lesbian),2
MN,2013,Anti-Hispanic or Latino,4
MN,2013,Anti-Islamic (Muslem),4
MN,2013,Anti-Jewish,8
MN,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",6
MN,2013,Anti-Male Homosexual (Gay),25
MN,2013,Anti-Not Hispanic or Latino,12
MN,2013,Anti-Other Religion,6
MN,2013,Anti-Physical Disability,1
MN,2013,Anti-Protestant,1
MN,2013,Anti-White,23
MI,2013,Anti-American Indian or Alaska Native,3
MI,2013,Anti-Asian,5
MI,2013,Anti-Atheist/Agnosticism,1
MI,2013,Anti-Bisexual,1
MI,2013,Anti-Black or African American,141
MI,2013,Anti-Catholic,1
MI,2013,Anti-Female,3
MI,2013,Anti-Female Homosexual (Lesbian),7
MI,2013,Anti-Heterosexual,2
MI,2013,Anti-Hispanic or Latino,11
MI,2013,Anti-Islamic (Muslem),8
MI,2013,Anti-Jewish,21
MI,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",19
MI,2013,Anti-Male Homosexual (Gay),25
MI,2013,Anti-Mental Disability,4
MI,2013,Anti-Multi-Racial Group,7
MI,2013,Anti-Multi-Religious Group,5
MI,2013,Anti-Not Hispanic or Latino,9
MI,2013,Anti-Other Religion,7
MI,2013,Anti-Protestant,2
MI,2013,Anti-White,61
ME,2013,Anti-Black or African American,10
ME,2013,Anti-Female Homosexual (Lesbian),1
ME,2013,Anti-Islamic (Muslem),1
ME,2013,Anti-Jewish,1
ME,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
ME,2013,Anti-Male Homosexual (Gay),8
ME,2013,Anti-Mental Disability,1
ME,2013,Anti-Protestant,1
ME,2013,Anti-White,2
MD,2013,Anti-Asian,1
MD,2013,Anti-Black or African American,21
MD,2013,Anti-Catholic,3
MD,2013,Anti-Female Homosexual (Lesbian),2
MD,2013,Anti-Hispanic or Latino,3
MD,2013,Anti-Islamic (Muslem),1
MD,2013,Anti-Jewish,9
MD,2013,Anti-Male Homosexual (Gay),5
MD,2013,Anti-Multi-Religious Group,2
MD,2013,Anti-Protestant,2
MD,2013,Anti-White,5
MA,2013,Anti-American Indian or Alaska Native,1
MA,2013,Anti-Asian,9
MA,2013,Anti-Black or African American,91
MA,2013,Anti-Catholic,5
MA,2013,Anti-Female,1
MA,2013,Anti-Female Homosexual (Lesbian),11
MA,2013,Anti-Hispanic or Latino,22
MA,2013,Anti-Islamic (Muslem),14
MA,2013,Anti-Jewish,41
MA,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2
MA,2013,Anti-Male Homosexual (Gay),78
MA,2013,Anti-Mental Disability,2
MA,2013,Anti-Multi-Racial Group,1
MA,2013,Anti-Not Hispanic or Latino,20
MA,2013,Anti-Other Religion,3
MA,2013,Anti-Physical Disability,1
MA,2013,Anti-Protestant,1
MA,2013,Anti-Transgender,3
MA,2013,Anti-White,44
LA,2013,Anti-Atheist/Agnosticism,1
LA,2013,Anti-Bisexual,1
LA,2013,Anti-Black or African American,5
LA,2013,Anti-Catholic,1
LA,2013,Anti-Islamic (Muslem),1
LA,2013,Anti-Jewish,1
LA,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2
LA,2013,Anti-Male Homosexual (Gay),5
LA,2013,Anti-Multi-Racial Group,1
LA,2013,Anti-Multi-Religious Group,2
LA,2013,Anti-Not Hispanic or Latino,1
LA,2013,Anti-White,1
KY,2013,Anti-American Indian or Alaska Native,4
KY,2013,Anti-Asian,4
KY,2013,Anti-Black or African American,60
KY,2013,Anti-Female Homosexual (Lesbian),6
KY,2013,Anti-Hispanic or Latino,12
KY,2013,Anti-Islamic (Muslem),1
KY,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",8
KY,2013,Anti-Male Homosexual (Gay),18
KY,2013,Anti-Mental Disability,5
KY,2013,Anti-Multi-Racial Group,6
KY,2013,Anti-Multi-Religious Group,1
KY,2013,Anti-Not Hispanic or Latino,3
KY,2013,Anti-Other Religion,3
KY,2013,Anti-Physical Disability,2
KY,2013,Anti-White,41
KS,2013,Anti-American Indian or Alaska Native,1
KS,2013,Anti-Asian,1
KS,2013,Anti-Black or African American,22
KS,2013,Anti-Catholic,1
KS,2013,Anti-Heterosexual,1
KS,2013,Anti-Hispanic or Latino,5
KS,2013,Anti-Islamic (Muslem),1
KS,2013,Anti-Jewish,2
KS,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",5
KS,2013,Anti-Male Homosexual (Gay),7
KS,2013,Anti-Mental Disability,1
KS,2013,Anti-Multi-Racial Group,3
KS,2013,Anti-Other Religion,1
KS,2013,Anti-Physical Disability,1
KS,2013,Anti-Protestant,1
KS,2013,Anti-White,12
IN,2013,Anti-American Indian or Alaska Native,2
IN,2013,Anti-Asian,2
IN,2013,Anti-Bisexual,1
IN,2013,Anti-Black or African American,39
IN,2013,Anti-Hispanic or Latino,7
IN,2013,Anti-Islamic (Muslem),1
IN,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",3
IN,2013,Anti-Male Homosexual (Gay),9
IN,2013,Anti-Mental Disability,1
IN,2013,Anti-Multi-Racial Group,3
IN,2013,Anti-Not Hispanic or Latino,3
IN,2013,Anti-Other Religion,2
IN,2013,Anti-White,5
IL,2013,Anti-Asian,8
IL,2013,Anti-Black or African American,60
IL,2013,Anti-Female Homosexual (Lesbian),13
IL,2013,Anti-Hispanic or Latino,9
IL,2013,Anti-Islamic (Muslem),3
IL,2013,Anti-Jewish,9
IL,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",6
IL,2013,Anti-Male Homosexual (Gay),33
IL,2013,Anti-Multi-Racial Group,3
IL,2013,Anti-Not Hispanic or Latino,5
IL,2013,Anti-White,16
ID,2013,Anti-American Indian or Alaska Native,1
ID,2013,Anti-Asian,1
ID,2013,Anti-Black or African American,13
ID,2013,Anti-Hispanic or Latino,3
ID,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
ID,2013,Anti-Male Homosexual (Gay),3
ID,2013,Anti-Multi-Racial Group,2
ID,2013,Anti-Multi-Religious Group,1
ID,2013,Anti-Other Religion,4
ID,2013,Anti-Protestant,1
ID,2013,Anti-White,2
IA,2013,Anti-Asian,1
IA,2013,Anti-Black or African American,3
IA,2013,Anti-Jewish,1
IA,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",2
IA,2013,Anti-Male Homosexual (Gay),1
IA,2013,Anti-Not Hispanic or Latino,1
IA,2013,Anti-White,1
GA,2013,Anti-Asian,1
GA,2013,Anti-Black or African American,28
GA,2013,Anti-Catholic,1
GA,2013,Anti-Hispanic or Latino,3
GA,2013,Anti-Jewish,5
GA,2013,Anti-Male Homosexual (Gay),29
GA,2013,Anti-Not Hispanic or Latino,4
GA,2013,Anti-Physical Disability,2
GA,2013,Anti-White,6
FL,2013,Anti-Black or African American,24
FL,2013,Anti-Catholic,1
FL,2013,Anti-Heterosexual,1
FL,2013,Anti-Islamic (Muslem),1
FL,2013,Anti-Jewish,2
FL,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",19
FL,2013,Anti-Multi-Religious Group,1
FL,2013,Anti-Not Hispanic or Latino,8
FL,2013,Anti-Other Religion,2
FL,2013,Anti-Protestant,1
FL,2013,Anti-White,16
DE,2013,Anti-Asian,1
DE,2013,Anti-Black or African American,12
DE,2013,Anti-Male Homosexual (Gay),5
DC,2013,Anti-Asian,2
DC,2013,Anti-Black or African American,5
DC,2013,Anti-Catholic,1
DC,2013,Anti-Female Homosexual (Lesbian),1
DC,2013,Anti-Hispanic or Latino,2
DC,2013,Anti-Jewish,4
DC,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
DC,2013,Anti-Male Homosexual (Gay),30
DC,2013,Anti-Multi-Racial Group,1
DC,2013,Anti-Multi-Religious Group,1
DC,2013,Anti-Not Hispanic or Latino,2
DC,2013,Anti-Transgender,12
DC,2013,Anti-White,10
CT,2013,Anti-Asian,3
CT,2013,Anti-Bisexual,4
CT,2013,Anti-Black or African American,49
CT,2013,Anti-Catholic,2
CT,2013,Anti-Female Homosexual (Lesbian),4
CT,2013,Anti-Heterosexual,2
CT,2013,Anti-Hispanic or Latino,13
CT,2013,Anti-Jewish,19
CT,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",3
CT,2013,Anti-Male Homosexual (Gay),14
CT,2013,Anti-Mental Disability,3
CT,2013,Anti-Multi-Racial Group,2
CT,2013,Anti-Native Hawaiian or Other Pacific Islander,1
CT,2013,Anti-Not Hispanic or Latino,11
CT,2013,Anti-White,19
CO,2013,Anti-American Indian or Alaska Native,8
CO,2013,Anti-Asian,1
CO,2013,Anti-Atheist/Agnosticism,1
CO,2013,Anti-Bisexual,1
CO,2013,Anti-Black or African American,40
CO,2013,Anti-Catholic,1
CO,2013,Anti-Female Homosexual (Lesbian),2
CO,2013,Anti-Hispanic or Latino,15
CO,2013,Anti-Islamic (Muslem),3
CO,2013,Anti-Jewish,8
CO,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",17
CO,2013,Anti-Male Homosexual (Gay),24
CO,2013,Anti-Multi-Racial Group,6
CO,2013,Anti-Multi-Religious Group,2
CO,2013,Anti-Not Hispanic or Latino,3
CO,2013,Anti-Other Religion,2
CO,2013,Anti-Physical Disability,1
CO,2013,Anti-Protestant,2
CO,2013,Anti-White,13
CA,2013,Anti-American Indian or Alaska Native,3
CA,2013,Anti-Asian,30
CA,2013,Anti-Bisexual,4
CA,2013,Anti-Black or African American,287
CA,2013,Anti-Catholic,7
CA,2013,Anti-Female Homosexual (Lesbian),28
CA,2013,Anti-Gender Non-Conforming,1
CA,2013,Anti-Heterosexual,3
CA,2013,Anti-Hispanic or Latino,64
CA,2013,Anti-Islamic (Muslem),22
CA,2013,Anti-Jewish,71
CA,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",77
CA,2013,Anti-Male Homosexual (Gay),106
CA,2013,Anti-Mental Disability,1
CA,2013,Anti-Multi-Racial Group,18
CA,2013,Anti-Multi-Religious Group,4
CA,2013,Anti-Not Hispanic or Latino,51
CA,2013,Anti-Other Religion,23
CA,2013,Anti-Protestant,3
CA,2013,Anti-Transgender,6
CA,2013,Anti-White,38
AZ,2013,Anti-Asian,1
AZ,2013,Anti-Bisexual,1
AZ,2013,Anti-Black or African American,61
AZ,2013,Anti-Catholic,1
AZ,2013,Anti-Female Homosexual (Lesbian),6
AZ,2013,Anti-Hispanic or Latino,17
AZ,2013,Anti-Islamic (Muslem),7
AZ,2013,Anti-Jewish,12
AZ,2013,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
AZ,2013,Anti-Male Homosexual (Gay),19
AZ,2013,Anti-Mental Disability,1
AZ,2013,Anti-Multi-Racial Group,3
AZ,2013,Anti-Multi-Religious Group,6
AZ,2013,Anti-Not Hispanic or Latino,7
AZ,2013,Anti-Other Religion,3
AZ,2013,Anti-Protestant,1
AZ,2013,Anti-White,9
AR,2013,Anti-Black or African American,15
AR,2013,Anti-Female Homosexual (Lesbian),4
AR,2013,Anti-Hispanic or Latino,2
AR,2013,Anti-Male Homosexual (Gay),4
AR,2013,Anti-White,3
AL,2013,Anti-Black or African American,6
AL,2013,Anti-Male Homosexual (Gay),2
AL,2013,Anti-Multi-Racial Group,1
AK,2013,Anti-American Indian or Alaska Native,3
AK,2013,Anti-Black or African American,5
WY,2012,Anti-Black or African American,1
WY,2012,Anti-Hispanic or Latino,1
WV,2012,Anti-American Indian or Alaska Native,2
WV,2012,Anti-Asian,1
WV,2012,Anti-Black or African American,6
WV,2012,Anti-Female Homosexual (Lesbian),5
WV,2012,Anti-Islamic (Muslem),1
WV,2012,Anti-Male Homosexual (Gay),2
WV,2012,Anti-Mental Disability,1
WV,2012,Anti-White,13
WI,2012,Anti-American Indian or Alaska Native,3
WI,2012,Anti-Asian,4
WI,2012,Anti-Bisexual,1
WI,2012,Anti-Black or African American,26
WI,2012,Anti-Catholic,1
WI,2012,Anti-Female Homosexual (Lesbian),6
WI,2012,Anti-Hispanic or Latino,3
WI,2012,Anti-Islamic (Muslem),1
WI,2012,Anti-Jewish,2
WI,2012,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
WI,2012,Anti-Male Homosexual (Gay),7
WI,2012,Anti-Mental Disability,7
WI,2012,Anti-Multi-Racial Group,2
WI,2012,Anti-Multi-Religious Group,1
WI,2012,Anti-Not Hispanic or Latino,5
WI,2012,Anti-Other Religion,3
WI,2012,Anti-Physical Disability,1
WI,2012,Anti-Protestant,2
WI,2012,Anti-White,10
WA,2012,Anti-American Indian or Alaska Native,28
WA,2012,Anti-Asian,10
WA,2012,Anti-Bisexual,1
WA,2012,Anti-Black or African American,69
WA,2012,Anti-Catholic,6
WA,2012,Anti-Female,1
WA,2012,Anti-Female Homosexual (Lesbian),5
WA,2012,Anti-Heterosexual,2
WA,2012,Anti-Hispanic or Latino,15
WA,2012,Anti-Islamic (Muslem),7
WA,2012,Anti-Jewish,25
WA,2012,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",17
WA,2012,Anti-Male Homosexual (Gay),28
WA,2012,Anti-Mental Disability,1
WA,2012,Anti-Multi-Racial Group,8
WA,2012,Anti-Multi-Religious Group,2
WA,2012,Anti-Not Hispanic or Latino,13
WA,2012,Anti-Other Religion,7
WA,2012,Anti-Protestant,4
WA,2012,Anti-White,27
VT,2012,Anti-Black or African American,6
VT,2012,Anti-Catholic,1
VT,2012,Anti-Female Homosexual (Lesbian),3
VT,2012,Anti-Jewish,1
VT,2012,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",1
VT,2012,Anti-Multi-Racial Group,1
VT,2012,Anti-White,2
VA,2012,Anti-American Indian or Alaska Native,1
VA,2012,Anti-Asian,5
VA,2012,Anti-Black or African American,68
VA,2012,Anti-Catholic,2
VA,2012,Anti-Female Homosexual (Lesbian),1
VA,2012,Anti-Hispanic or Latino,7
VA,2012,Anti-Islamic (Muslem),6
VA,2012,Anti-Jewish,12
VA,2012,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",8
VA,2012,Anti-Male Homosexual (Gay),18
VA,2012,Anti-Multi-Racial Group,7
VA,2012,Anti-Multi-Religious Group,5
VA,2012,Anti-Other Religion,1
VA,2012,Anti-White,7
UT,2012,Anti-American Indian or Alaska Native,11
UT,2012,Anti-Asian,2
UT,2012,Anti-Black or African American,17
UT,2012,Anti-Catholic,2
UT,2012,Anti-Female Homosexual (Lesbian),2
UT,2012,Anti-Heterosexual,1
UT,2012,Anti-Hispanic or Latino,9
UT,2012,Anti-Islamic (Muslem),1
UT,2012,Anti-Jewish,3
